,ideCadastro,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email
354,178835,Titular,490,5830619,AFONSO ANTUNES DA MOTTA,AFONSO MOTTA,http://www.camara.gov.br/internet/deputado/bandep/178835.jpg,masculino,RS,PDT,711,4,3215-5711,dep.afonsomotta@camara.gov.br
355,178941,Titular,303,5830620,EZEQUIEL CORTAZ TEIXEIRA,EZEQUIEL TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/178941.jpg,masculino,RJ,PODE,210,4,3215-5210,dep.ezequielteixeira@camara.gov.br
356,160572,Titular,150,5830621,JORGE WICKS CÔRTE REAL,JORGE CÔRTE REAL,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg,masculino,PE,PTB,621,4,3215-5621,dep.jorgecortereal@camara.gov.br
357,178993,Titular,60,5830622,CARLOS HENRIQUE AMORIM,CARLOS HENRIQUE GAGUIM,http://www.camara.gov.br/internet/deputado/bandep/178993.jpg,masculino,TO,PODE,222,4,3215-5222,dep.carloshenriquegaguim@camara.gov.br
358,178830,Titular,351,5830623,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,masculino,SP,PODE,520,4,3215-5520,dep.dr.sinvalmalheiros@camara.gov.br
359,178956,Titular,51,5830624,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,MARIANA CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178956.jpg,feminino,RO,PSDB,508,4,3215-5508,dep.marianacarvalho@camara.gov.br
360,141383,Titular,333,5830625,ANTONIO CARLOS MARTINS DE BULHÕES,ANTONIO BULHÕES,http://www.camara.gov.br/internet/deputado/bandep/141383.jpg,masculino,SP,PRB,327,4,3215-5327,dep.antoniobulhoes@camara.gov.br
361,178923,Titular,163,5830626,JOSE CAVALCANTI ALVES JUNIOR,ZECA CAVALCANTI,http://www.camara.gov.br/internet/deputado/bandep/178923.jpg,masculino,PE,PTB,318,4,3215-5318,dep.zecacavalcanti@camara.gov.br
362,73486,Titular,516,5830627,DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,http://www.camara.gov.br/internet/deputado/bandep/73486.jpg,masculino,RS,PDT,704,4,3215-5704,dep.pompeodemattos@camara.gov.br
363,178848,Titular,41,5830629,MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg,feminino,AM,PP,515,4,3215-5515,dep.conceicaosampaio@camara.gov.br
364,164360,Titular,477,5830630,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,feminino,SC,PPS,240,4,3215-5240,dep.carmenzanotto@camara.gov.br
365,141555,Titular,397,5830631,VINICIUS RAPOZO DE CARVALHO,VINICIUS CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/141555.jpg,masculino,SP,PRB,356,4,3215-5356,dep.viniciuscarvalho@camara.gov.br
366,74351,Titular,30,5830632,JOSUÉ BENGTSON,JOSUÉ BENGTSON,http://www.camara.gov.br/internet/deputado/bandep/74351.jpg,masculino,PA,PTB,505,4,3215-5505,dep.josuebengtson@camara.gov.br
367,74449,Titular,80,5830633,PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,http://www.camara.gov.br/internet/deputado/bandep/74449.jpg,masculino,MA,PTB,814,4,3215-5814,dep.pedrofernandes@camara.gov.br
368,133373,Titular,496,5830634,MARCO AURÉLIO SPALL MAIA,MARCO MAIA,http://www.camara.gov.br/internet/deputado/bandep/133373.jpg,masculino,RS,PT,28,1,3215-5964,dep.marcomaia@camara.gov.br
369,141488,Titular,376,5830635,LUIZ PAULO TEIXEIRA FERREIRA,PAULO TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/141488.jpg,masculino,SP,PT,281,3,3215-5281,dep.pauloteixeira@camara.gov.br
370,178926,Titular,117,5830636,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/178926.jpg,masculino,PI,PSB,558,4,3215-5558,dep.rodrigomartins@camara.gov.br
371,178906,Titular,20,5830637,ROBERTO SALAME FILHO,BETO SALAME,http://www.camara.gov.br/internet/deputado/bandep/178906.jpg,masculino,PA,PP,473,3,3215-5473,dep.betosalame@camara.gov.br
372,160596,Titular,423,5830638,HEULER ABREU CRUVINEL,HEULER CRUVINEL,http://www.camara.gov.br/internet/deputado/bandep/160596.jpg,masculino,GO,PSD,536,4,3215-5536,dep.heulercruvinel@camara.gov.br
373,74163,Titular,275,5830639,CARLOS HUMBERTO MANNATO,CARLOS MANATO,http://www.camara.gov.br/internet/deputado/bandep/74163.jpg,masculino,ES,SD,313,4,3215-5313,dep.carlosmanato@camara.gov.br
374,178869,Titular,108,5830640,VITOR PEREIRA VALIM,VITOR VALIM,http://www.camara.gov.br/internet/deputado/bandep/178869.jpg,masculino,CE,PMDB,545,4,3215-5545,dep.vitorvalim@camara.gov.br
375,4930,Titular,160,5830641,SÍLVIO SERAFIM COSTA,SILVIO COSTA,http://www.camara.gov.br/internet/deputado/bandep/4930.jpg,masculino,PE,AVANTE,417,4,3215-5417,dep.silviocosta@camara.gov.br
376,160633,Titular,436,5830643,LUIZ HENRIQUE MANDETTA,MANDETTA,http://www.camara.gov.br/internet/deputado/bandep/160633.jpg,masculino,MS,DEM,577,3,3215-5577,dep.mandetta@camara.gov.br
377,178889,Titular,86,5830644,JOSÉ CARLOS NUNES JÚNIOR,ZÉ CARLOS,http://www.camara.gov.br/internet/deputado/bandep/178889.jpg,masculino,MA,PT,748,4,3215-5748,dep.zecarlos@camara.gov.br
378,141454,Titular,451,5830645,JACOB ALFREDO STOFFELS KAEFER,ALFREDO KAEFER,http://www.camara.gov.br/internet/deputado/bandep/141454.jpg,masculino,PR,PSL,818,4,3215-5818,dep.alfredokaefer@camara.gov.br
379,178959,Titular,4,5830646,HIRAN MANUEL GONCALVES DA SILVA,HIRAN GONÇALVES,http://www.camara.gov.br/internet/deputado/bandep/178959.jpg,masculino,RR,PP,274,3,3215-5274,dep.hirangoncalves@camara.gov.br
380,136811,Titular,487,5830647,JOSÉ ALFONSO EBERT HAMM,AFONSO HAMM,http://www.camara.gov.br/internet/deputado/bandep/136811.jpg,masculino,RS,PP,604,4,3215-5604,dep.afonsohamm@camara.gov.br
381,141560,Titular,518,5830801,WALTER SHINDI IIHOSHI,WALTER IHOSHI,http://www.camara.gov.br/internet/deputado/bandep/141560.jpg,masculino,SP,PSD,372,3,3215-5372,dep.walterihoshi@camara.gov.br
382,141552,Titular,404,5830648,VALTENIR LUIZ PEREIRA,VALTENIR PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/141552.jpg,masculino,MT,PSB,913,4,3215-5913,dep.valtenirpereira@camara.gov.br
383,178828,Titular,354,5830649,EVANDRO HERRERA BERTONE GUSSI,EVANDRO GUSSI,http://www.camara.gov.br/internet/deputado/bandep/178828.jpg,masculino,SP,PV,433,4,3215-5433,dep.evandrogussi@camara.gov.br
384,178831,Titular,9,5830650,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg,masculino,AP,PP,831,4,3215-5831,dep.andreabdon@camara.gov.br
385,73768,Titular,444,5830651,DILCEU JOÃO SPERAFICO,DILCEU SPERAFICO,http://www.camara.gov.br/internet/deputado/bandep/73768.jpg,masculino,PR,PP,746,4,3215-5746,dep.dilceusperafico@camara.gov.br
386,143632,Titular,97,5830652,DOMINGOS GOMES DE AGUIAR NETO,DOMINGOS NETO,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,masculino,CE,PSD,546,4,3215-5546,dep.domingosneto@camara.gov.br
387,74171,Titular,295,5830653,FRANCISCO RODRIGUES DE ALENCAR FILHO,CHICO ALENCAR,http://www.camara.gov.br/internet/deputado/bandep/74171.jpg,masculino,RJ,PSOL,848,4,3215-5848,dep.chicoalencar@camara.gov.br
388,160538,Titular,499,5830655,ELVINO JOSÉ BOHN GASS,BOHN GASS,http://www.camara.gov.br/internet/deputado/bandep/160538.jpg,masculino,RS,PT,469,3,3215-5469,dep.bohngass@camara.gov.br
389,178884,Titular,74,5830656,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg,masculino,MA,PMDB,734,4,3215-5734,dep.hildorocha@camara.gov.br
390,74177,Titular,50,5830657,MARINHA CÉLIA ROCHA RAUPP DE MATOS,MARINHA RAUPP,http://www.camara.gov.br/internet/deputado/bandep/74177.jpg,feminino,RO,PMDB,614,4,3215-5614,dep.marinharaupp@camara.gov.br
391,74460,Titular,110,5830659,MARCELO COSTA E CASTRO,MARCELO CASTRO,http://www.camara.gov.br/internet/deputado/bandep/74460.jpg,masculino,PI,PMDB,811,4,3215-5811,dep.marcelocastro@camara.gov.br
392,73701,Titular,291,5830660,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,http://www.camara.gov.br/internet/deputado/bandep/73701.jpg,feminino,RJ,PT,330,4,3215-5330,dep.beneditadasilva@camara.gov.br
393,178967,Titular,485,5830661,JOAO PAULO KARAM KLEINUBING,JOÃO PAULO KLEINÜBING,http://www.camara.gov.br/internet/deputado/bandep/178967.jpg,masculino,SC,PSD,703,4,3215-5703,dep.joaopaulokleinubing@camara.gov.br
394,178945,Titular,325,5830662,ROSANGELA DE SOUZA GOMES,ROSANGELA GOMES,http://www.camara.gov.br/internet/deputado/bandep/178945.jpg,feminino,RJ,PRB,438,4,3215-5438,dep.rosangelagomes@camara.gov.br
395,160589,Titular,335,5830665,BRUNA DIAS FURLAN,BRUNA FURLAN,http://www.camara.gov.br/internet/deputado/bandep/160589.jpg,feminino,SP,PSDB,836,4,3215-5836,dep.brunafurlan@camara.gov.br
396,178854,Titular,198,5830666,ELMAR JOSE VIEIRA NASCIMENTO,ELMAR NASCIMENTO,http://www.camara.gov.br/internet/deputado/bandep/178854.jpg,masculino,BA,DEM,935,4,3215-5935,dep.elmarnascimento@camara.gov.br
397,178997,Titular,106,5830667,MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/178997.jpg,masculino,CE,PMDB,809,4,3215-5809,dep.mosesrodrigues@camara.gov.br
398,73531,Titular,359,5830668,IVAN VALENTE,IVAN VALENTE,http://www.camara.gov.br/internet/deputado/bandep/73531.jpg,masculino,SP,PSOL,716,4,3215-5716,dep.ivanvalente@camara.gov.br
399,74400,Titular,513,5830669,PAULO ROBERTO SEVERO PIMENTA,PAULO PIMENTA,http://www.camara.gov.br/internet/deputado/bandep/74400.jpg,masculino,RS,PT,552,4,3215-5552,dep.paulopimenta@camara.gov.br
400,160509,Titular,476,5830670,JORGINHO DOS SANTOS MELLO,JORGINHO MELLO,http://www.camara.gov.br/internet/deputado/bandep/160509.jpg,masculino,SC,PR,329,4,3215-5329,dep.jorginhomello@camara.gov.br
401,178929,Titular,447,5830672,DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,masculino,PR,PHS,745,4,3215-5745,dep.diegogarcia@camara.gov.br
402,74467,Titular,127,5830673,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,masculino,PB,PDT,938,4,3215-5938,dep.damiaofeliciano@camara.gov.br
403,74385,Titular,469,5830674,HIDEKAZU TAKAYAMA,TAKAYAMA,http://www.camara.gov.br/internet/deputado/bandep/74385.jpg,masculino,PR,PSC,910,4,3215-5910,dep.takayama@camara.gov.br
404,166401,Titular,405,5830675,NILSON APARECIDO LEITÃO,NILSON LEITÃO,http://www.camara.gov.br/internet/deputado/bandep/166401.jpg,masculino,MT,PSDB,825,4,3215-5825,dep.nilsonleitao@camara.gov.br
405,178832,Titular,453,5830676,LEANDRE DAL PONTE,LEANDRE,http://www.camara.gov.br/internet/deputado/bandep/178832.jpg,feminino,PR,PV,454,4,3215-5454,dep.leandre@camara.gov.br
406,160640,Titular,242,5830677,EROS FERREIRA BIONDINI,EROS BIONDINI,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,masculino,MG,PROS,321,4,3215-5321,dep.erosbiondini@camara.gov.br
407,74537,Titular,186,5830679,CLÁUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,masculino,BA,DEM,630,4,3215-5630,dep.claudiocajado@camara.gov.br
408,171623,Titular,178,5830680,FABIO DE ALMEIDA REIS,FABIO REIS,http://www.camara.gov.br/internet/deputado/bandep/171623.jpg,masculino,SE,PMDB,456,4,3215-5456,dep.fabioreis@camara.gov.br
409,178895,Titular,245,5830681,MISAEL ARTUR FERREIRA VARELLA,MISAEL VARELLA,http://www.camara.gov.br/internet/deputado/bandep/178895.jpg,masculino,MG,DEM,721,4,3215-5721,dep.misaelvarella@camara.gov.br
410,178874,Titular,283,5830682,ANTONIO SERGIO ALVES VIDIGAL,SERGIO VIDIGAL,http://www.camara.gov.br/internet/deputado/bandep/178874.jpg,masculino,ES,PDT,812,4,3215-5812,dep.sergiovidigal@camara.gov.br
411,160639,Titular,67,5830683,MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA SEABRA REZENDE,http://www.camara.gov.br/internet/deputado/bandep/160639.jpg,feminino,TO,DEM,432,4,3215-5432,dep.professoradorinhaseabrarezende@camara.gov.br
412,74862,Titular,317,5830684,MIRO TEIXEIRA,MIRO TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/74862.jpg,masculino,RJ,REDE,270,3,3215-5270,dep.miroteixeira@camara.gov.br
413,178948,Titular,122,5830685,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,BETO ROSADO,http://www.camara.gov.br/internet/deputado/bandep/178948.jpg,masculino,RN,PP,840,4,3215-5840,dep.betorosado@camara.gov.br
414,141417,Titular,2,5830686,ÉDIO VIEIRA LOPES,EDIO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,masculino,RR,PR,408,4,3215-5408,dep.ediolopes@camara.gov.br
415,74585,Titular,243,5830687,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,http://www.camara.gov.br/internet/deputado/bandep/74585.jpg,masculino,MG,PRB,615,4,3215-5615,dep.lincolnportela@camara.gov.br
416,178840,Titular,59,5830688,WHERLES FERNANDES DA ROCHA,ROCHA,http://www.camara.gov.br/internet/deputado/bandep/178840.jpg,masculino,AC,PSDB,607,4,3215-5607,dep.rocha@camara.gov.br
417,160559,Titular,486,5830689,ALCEU MOREIRA DA SILVA,ALCEU MOREIRA,http://www.camara.gov.br/internet/deputado/bandep/160559.jpg,masculino,RS,PMDB,238,4,3215-5238,dep.alceumoreira@camara.gov.br
418,141440,Titular,88,5830690,FRANCISCO LOPES DA SILVA,CHICO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,masculino,CE,PCdoB,310,4,3215-5310,dep.chicolopes@camara.gov.br
419,74812,Titular,428,5830691,PEDRO PINHEIRO CHAVES,PEDRO CHAVES,http://www.camara.gov.br/internet/deputado/bandep/74812.jpg,masculino,GO,PMDB,406,4,3215-5406,dep.pedrochaves@camara.gov.br
420,144523,Titular,420,5830692,DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg,masculino,GO,PMDB,471,3,3215-5471,dep.danielvilela@camara.gov.br
421,178856,Titular,200,5830693,JOAO GUALBERTO VASCONCELOS,JOÃO GUALBERTO,http://www.camara.gov.br/internet/deputado/bandep/178856.jpg,masculino,BA,PSDB,358,4,3215-5358,dep.joaogualberto@camara.gov.br
422,74317,Titular,114,5830694,JÚLIO CÉSAR DE CARVALHO LIMA,JÚLIO CESAR,http://www.camara.gov.br/internet/deputado/bandep/74317.jpg,masculino,PI,PSD,944,4,3215-5944,dep.juliocesar@camara.gov.br
423,178999,Titular,223,5830695,BRUNIELE FERREIRA GOMES,BRUNNY,http://www.camara.gov.br/internet/deputado/bandep/178999.jpg,feminino,MG,PR,260,4,3215-5260,dep.brunny@camara.gov.br
424,178982,Titular,365,5830696,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,http://www.camara.gov.br/internet/deputado/bandep/178982.jpg,masculino,SP,PSB,418,4,3215-5418,dep.luizlaurofilho@camara.gov.br
425,160651,Titular,483,5830697,ROGÉRIO MENDONÇA,ROGÉRIO PENINHA MENDONÇA,http://www.camara.gov.br/internet/deputado/bandep/160651.jpg,masculino,SC,PMDB,656,4,3215-5656,dep.rogeriopeninhamendonca@camara.gov.br
426,178838,Titular,55,5830698,CARLOS CESAR CORREIA DE MESSIAS,CÉSAR MESSIAS,http://www.camara.gov.br/internet/deputado/bandep/178838.jpg,masculino,AC,PSB,956,4,3215-5956,dep.cesarmessias@camara.gov.br
427,67312,Titular,34,5830699,JULIA MARIA GODINHO DA CRUZ MARINHO,JÚLIA MARINHO,http://www.camara.gov.br/internet/deputado/bandep/67312.jpg,feminino,PA,PSC,707,4,3215-5707,dep.juliamarinho@camara.gov.br
428,178942,Titular,319,5830700,MARCO ANTONIO NEVES CABRAL,MARCO ANTÔNIO CABRAL,http://www.camara.gov.br/internet/deputado/bandep/178942.jpg,masculino,RJ,PMDB,585,3,3215-5585,dep.marcoantoniocabral@camara.gov.br
429,160558,Titular,380,5830701,PAULO ROBERTO FREIRE DA COSTA,PAULO FREIRE,http://www.camara.gov.br/internet/deputado/bandep/160558.jpg,masculino,SP,PR,416,4,3215-5416,dep.paulofreire@camara.gov.br
430,178964,Titular,504,5830703,HEITOR JOSE SCHUCH,HEITOR SCHUCH,http://www.camara.gov.br/internet/deputado/bandep/178964.jpg,masculino,RS,PSB,277,3,3215-5277,dep.heitorschuch@camara.gov.br
431,73560,Titular,391,5830704,SILVIO FRANÇA TORRES,SILVIO TORRES,http://www.camara.gov.br/internet/deputado/bandep/73560.jpg,masculino,SP,PSDB,404,4,3215-5404,dep.silviotorres@camara.gov.br
432,178892,Titular,227,5830705,DAMINA DE CARVALHO PEREIRA,DÂMINA PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/178892.jpg,feminino,MG,PSL,434,4,3215-5434,dep.daminapereira@camara.gov.br
433,178872,Titular,276,5830706,GIVALDO VIEIRA DA SILVA,GIVALDO VIEIRA,http://www.camara.gov.br/internet/deputado/bandep/178872.jpg,masculino,ES,PT,805,4,3215-5805,dep.givaldovieira@camara.gov.br
434,160677,Titular,297,5830707,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg,masculino,RJ,DEM,719,4,3215-5719,dep.franciscofloriano@camara.gov.br
435,137070,Titular,66,5830708,VICENTE ALVES DE OLIVEIRA JUNIOR,VICENTINHO JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/137070.jpg,masculino,TO,PR,817,4,3215-5817,dep.vicentinhojunior@camara.gov.br
436,141445,Titular,503,5830709,GILBERTO JOSÉ SPIER VARGAS,PEPE VARGAS,http://www.camara.gov.br/internet/deputado/bandep/141445.jpg,masculino,RS,PT,858,4,3215-5858,dep.pepevargas@camara.gov.br
437,178913,Titular,137,5830710,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,VENEZIANO VITAL DO RÊGO,http://www.camara.gov.br/internet/deputado/bandep/178913.jpg,masculino,PB,PMDB,833,4,3215-5833,dep.venezianovitaldorego@camara.gov.br
438,74262,Titular,338,5830711,CARLOS HENRIQUE FOCESI SAMPAIO,CARLOS SAMPAIO,http://www.camara.gov.br/internet/deputado/bandep/74262.jpg,masculino,SP,PSDB,207,4,3215-5207,dep.carlossampaio@camara.gov.br
439,74571,Titular,209,5830712,NELSON VICENTE PORTELA PELLEGRINO,NELSON PELLEGRINO,http://www.camara.gov.br/internet/deputado/bandep/74571.jpg,masculino,BA,PT,826,4,3215-5826,dep.nelsonpellegrino@camara.gov.br
440,74383,Titular,466,5830713,FERNANDO LÚCIO GIACOBO,GIACOBO,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg,masculino,PR,PR,762,4,3215-5762,dep.giacobo@camara.gov.br
441,141335,Titular,19,5830714,JOSÉ ROBERTO OLIVEIRA FARO,BETO FARO,http://www.camara.gov.br/internet/deputado/bandep/141335.jpg,masculino,PA,PT,723,4,3215-5723,dep.betofaro@camara.gov.br
442,160575,Titular,407,5830715,ÉRIKA JUCÁ KOKAY,ERIKA KOKAY,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,feminino,DF,PT,203,4,3215-5203,dep.erikakokay@camara.gov.br
443,97707,Titular,115,5830716,HERÁCLITO DE SOUSA FORTES,HERÁCLITO FORTES,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg,masculino,PI,PSB,708,4,3215-5708,dep.heraclitofortes@camara.gov.br
444,74651,Titular,226,5830719,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,masculino,MG,DEM,243,4,3215-5243,dep.carlosmelles@camara.gov.br
445,178983,Titular,370,5830720,MARCIO LUIZ ALVINO DE SOUZA,MARCIO ALVINO,http://www.camara.gov.br/internet/deputado/bandep/178983.jpg,masculino,SP,PR,331,4,3215-5331,dep.marcioalvino@camara.gov.br
446,74847,Titular,302,5830721,JAIR MESSIAS BOLSONARO,JAIR BOLSONARO,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg,masculino,RJ,PSC,482,3,3215-5482,dep.jairbolsonaro@camara.gov.br
447,178933,Titular,467,5830722,SERGIO DE SOUZA,SERGIO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/178933.jpg,masculino,PR,PMDB,702,4,3215-5702,dep.sergiosouza@camara.gov.br
448,141503,Titular,246,5830724,MARIA DO SOCORRO JÔ MORAES,JÔ MORAES,http://www.camara.gov.br/internet/deputado/bandep/141503.jpg,feminino,MG,PCdoB,322,4,3215-5322,dep.jomoraes@camara.gov.br
449,160672,Titular,307,5830725,JEAN WYLLYS DE MATOS SANTOS,JEAN WYLLYS,http://www.camara.gov.br/internet/deputado/bandep/160672.jpg,masculino,RJ,PSOL,646,4,3215-5646,dep.jeanwyllys@camara.gov.br
450,160552,Titular,495,5830726,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg,masculino,RS,PSD,566,3,3215-5566,dep.danrleidedeushinterholz@camara.gov.br
451,178879,Titular,430,5830727,LUCAS DE CASTRO SANTOS,LUCAS VERGILIO,http://www.camara.gov.br/internet/deputado/bandep/178879.jpg,masculino,GO,SD,816,4,3215-5816,dep.lucasvergilio@camara.gov.br
452,178849,Titular,42,5830728,HISSA NAGIB ABRAHAO FILHO,HISSA ABRAHÃO,http://www.camara.gov.br/internet/deputado/bandep/178849.jpg,masculino,AM,PDT,272,3,3215-5272,dep.hissaabrahao@camara.gov.br
453,178954,Titular,46,5830729,LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,http://www.camara.gov.br/internet/deputado/bandep/178954.jpg,masculino,RO,PMDB,333,4,3215-5333,dep.luciomosquini@camara.gov.br
454,160582,Suplente,548,5830840,JOSÉ ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,http://www.camara.gov.br/internet/deputado/bandep/160582.jpg,masculino,MA,PMDB,202,4,3215-5202,dep.albertofilho@camara.gov.br
455,160659,Titular,356,5830730,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,http://www.camara.gov.br/internet/deputado/bandep/160659.jpg,feminino,SP,PSB,523,4,3215-5523,dep.keikoota@camara.gov.br
456,178901,Titular,437,5830732,TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,http://www.camara.gov.br/internet/deputado/bandep/178901.jpg,feminino,MS,S.PART.,448,4,3215-5448,dep.terezacristina@camara.gov.br
457,141483,Titular,45,5830734,LINDOMAR BARBOSA ALVES,LINDOMAR GARÇON,http://www.camara.gov.br/internet/deputado/bandep/141483.jpg,masculino,RO,PRB,548,4,3215-5548,dep.lindomargarcon@camara.gov.br
458,166402,Titular,431,5830735,MAGDA MOFATTO HON,MAGDA MOFATTO,http://www.camara.gov.br/internet/deputado/bandep/166402.jpg,feminino,GO,PR,934,4,3215-5934,dep.magdamofatto@camara.gov.br
459,177282,Titular,273,5830736,LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg,masculino,MG,PDT,750,4,3215-5750,dep.subtenentegonzaga@camara.gov.br
460,160510,Titular,251,5830737,LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS TIBÉ,http://www.camara.gov.br/internet/deputado/bandep/160510.jpg,masculino,MG,AVANTE,632,4,3215-5632,dep.luistibe@camara.gov.br
461,141441,Titular,241,5830739,GEORGE HILTON DOS SANTOS CECÍLIO,GEORGE HILTON,http://www.camara.gov.br/internet/deputado/bandep/141441.jpg,masculino,MG,PSB,804,4,3215-5804,dep.georgehilton@camara.gov.br
462,74319,Titular,118,5830740,JOSÉ FRANCISCO PAES LANDIM,PAES LANDIM,http://www.camara.gov.br/internet/deputado/bandep/74319.jpg,masculino,PI,PTB,648,4,3215-5648,dep.paeslandim@camara.gov.br
463,74535,Titular,190,5830741,BENITO DA GAMA SANTOS,BENITO GAMA,http://www.camara.gov.br/internet/deputado/bandep/74535.jpg,masculino,BA,PTB,414,4,3215-5414,dep.benitogama@camara.gov.br
464,141434,Titular,54,5830742,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,masculino,AC,PMDB,224,4,3215-5224,dep.flavianomelo@camara.gov.br
465,159238,Titular,254,5830743,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,MARCUS PESTANA,http://www.camara.gov.br/internet/deputado/bandep/159238.jpg,masculino,MG,PSDB,715,4,3215-5715,dep.marcuspestana@camara.gov.br
466,160602,Titular,18,5830744,ARNALDO JORDY FIGUEIREDO,ARNALDO JORDY,http://www.camara.gov.br/internet/deputado/bandep/160602.jpg,masculino,PA,PPS,506,4,3215-5506,dep.arnaldojordy@camara.gov.br
467,178904,Titular,402,5830745,EZEQUIEL ANGELO FONSECA,EZEQUIEL FONSECA,http://www.camara.gov.br/internet/deputado/bandep/178904.jpg,masculino,MT,PP,658,4,3215-5658,dep.ezequielfonseca@camara.gov.br
468,92776,Titular,267,5830746,STEFANO AGUIAR DOS SANTOS,STEFANO AGUIAR,http://www.camara.gov.br/internet/deputado/bandep/92776.jpg,masculino,MG,PSD,341,4,3215-5341,dep.stefanoaguiar@camara.gov.br
469,178833,Titular,284,5830747,ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,http://www.camara.gov.br/internet/deputado/bandep/178833.jpg,masculino,RJ,PMDB,554,4,3215-5554,dep.alexandreserfiotis@camara.gov.br
470,178916,Titular,144,5830748,DANIEL PIRES COELHO,DANIEL COELHO,http://www.camara.gov.br/internet/deputado/bandep/178916.jpg,masculino,PE,PSDB,813,4,3215-5813,dep.danielcoelho@camara.gov.br
471,178986,Titular,382,5830749,NILTO IGNACIO TATTO,NILTO TATTO,http://www.camara.gov.br/internet/deputado/bandep/178986.jpg,masculino,SP,PT,267,3,3215-5267,dep.niltotatto@camara.gov.br
472,160532,Titular,345,5830750,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,masculino,SP,DEM,850,4,3215-5850,dep.elicorreafilho@camara.gov.br
