,ideCadastro,nome,nomeParlamentar,sexo,uf,partido,condicao,email,urlFoto,fone,qtdPropostas,qtdPresencas,qtdAusencias
365,92776,STEFANO AGUIAR DOS SANTOS,STEFANO AGUIAR,masculino,MG,PSD,Titular,dep.stefanoaguiar@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/92776.jpg,3215-5341,1,35,12
366,178916,DANIEL PIRES COELHO,DANIEL COELHO,masculino,PE,PSDB,Titular,dep.danielcoelho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178916.jpg,3215-5813,2,42,6
367,178986,NILTO IGNACIO TATTO,NILTO TATTO,masculino,SP,PT,Titular,dep.niltotatto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178986.jpg,3215-5267,8,38,10
368,160532,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,masculino,SP,DEM,Titular,dep.elicorreafilho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,3215-5850,1,19,29
369,178970,JOAO SOMARIVA DANIEL,JOÃO DANIEL,masculino,SE,PT,Titular,dep.joaodaniel@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178970.jpg,3215-5605,6,47,1
370,160636,JOSÉ WILSON SANTIAGO FILHO,WILSON FILHO,masculino,PB,PTB,Titular,dep.wilsonfilho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160636.jpg,3215-5534,6,36,11
371,160617,THIAGO MELLO PEIXOTO DA SILVEIRA,THIAGO PEIXOTO,masculino,GO,PSD,Titular,dep.thiagopeixoto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160617.jpg,3215-5941,6,40,8
372,74650,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,masculino,MG,PSDB,Titular,dep.bonifaciodeandrada@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg,3215-5208,7,22,24
373,178938,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,masculino,RJ,AVANTE,Titular,dep.cabodaciolo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178938.jpg,3215-5803,10,44,3
374,74140,JOSÉ CARLOS LEÃO DE ARAÚJO,JOSÉ CARLOS ARAÚJO,masculino,BA,PR,Titular,dep.josecarlosaraujo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74140.jpg,3215-5232,1,33,13
375,76287,MARCELO VIVIANI GONÇALVES,MARCELO MATOS,masculino,RJ,PHS,Titular,dep.marcelomatos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/76287.jpg,3215-5579,5,33,14
376,160621,SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,masculino,PR,PSD,Titular,dep.sandroalex@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160621.jpg,3215-5221,2,43,5
377,178882,ANDRE LUIZ CARVALHO RIBEIRO,ANDRÉ FUFUCA,masculino,MA,PP,Titular,dep.andrefufuca@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178882.jpg,3215-5945,10,21,25
378,74040,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,masculino,PB,SD,Titular,dep.benjaminmaranhao@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74040.jpg,3215-5458,5,35,10
379,73483,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,masculino,RS,PP,Titular,dep.luiscarlosheinze@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73483.jpg,3215-5526,2,39,8
380,178846,ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,masculino,AM,PR,Titular,dep.alfredonascimento@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178846.jpg,3215-5401,6,42,5
381,178989,RENATA HELLMEISTER DE ABREU,RENATA ABREU,feminino,SP,PODE,Titular,dep.renataabreu@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,3215-5726,14,9,7
382,178989,RENATA HELLMEISTER DE ABREU,RENATA ABREU,feminino,SP,PODE,Titular,dep.renataabreu@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,3215-5726,14,9,9
383,178989,RENATA HELLMEISTER DE ABREU,RENATA ABREU,feminino,SP,PODE,Titular,dep.renataabreu@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,3215-5726,14,22,7
384,178989,RENATA HELLMEISTER DE ABREU,RENATA ABREU,feminino,SP,PODE,Titular,dep.renataabreu@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,3215-5726,14,22,9
385,178865,FLAVIO ALVES SABINO,CABO SABINO,masculino,CE,PR,Titular,dep.cabosabino@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg,3215-5617,41,35,12
386,160612,SERGIO ZVEITER,SERGIO ZVEITER,masculino,RJ,PODE,Titular,dep.sergiozveiter@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160612.jpg,3215-5437,1,24,24
387,178951,RAFAEL HUETE DA MOTTA,RAFAEL MOTTA,masculino,RN,PSB,Titular,dep.rafaelmotta@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178951.jpg,3215-5737,1,30,17
388,141536,RÔMULO JOSÉ DE GOUVEIA,RÔMULO GOUVEIA,masculino,PB,PSD,Titular,dep.romulogouveia@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141536.jpg,3215-5411,76,21,24
389,160598,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,FLÁVIA MORAIS,feminino,GO,PDT,Titular,dep.flaviamorais@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,3215-5738,6,40,8
390,178973,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,feminino,SP,PT,Titular,dep.anaperugini@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,3215-5436,6,23,25
391,160556,JOÃO CARLOS SIQUEIRA,PADRE JOÃO,masculino,MG,PT,Titular,dep.padrejoao@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160556.jpg,3215-5743,2,35,13
392,160653,ROBERTO ALVES DE LUCENA,ROBERTO DE LUCENA,masculino,SP,PV,Titular,dep.robertodelucena@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160653.jpg,3215-5235,9,34,13
393,141478,LAERTE RODRIGUES DE BESSA,LAERTE BESSA,masculino,DF,PR,Titular,dep.laertebessa@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141478.jpg,3215-5340,1,36,12
394,195997,POLLYANA FATIMA GAMA SANTOS,POLLYANA GAMA,feminino,SP,PPS,Suplente,dep.pollyanagama@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/195997.jpg,3215-5921,7,35,13
395,194258,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,feminino,PE,PSB,Suplente,dep.creuzapereira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/194258.jpg,3215-5662,1,42,5
396,81366,LUANA MARIA DA SILVA COSTA,LUANA COSTA,feminino,MA,PSB,Titular,dep.luanacosta@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/81366.jpg,3215-5324,2,32,15
397,195866,FRANCISCO VAIDON OLIVEIRA,VAIDON OLIVEIRA,masculino,CE,PROS,Titular,dep.vaidonoliveira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/195866.jpg,3215-5570,4,37,11
398,66179,NORMA AYUB ALVES,NORMA AYUB,feminino,ES,DEM,Titular,dep.normaayub@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/66179.jpg,3215-5601,7,36,10
399,160581,ASSIS FLÁVIO DA SILVA MELO,ASSIS MELO,masculino,RS,PCdoB,Suplente,dep.assismelo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160581.jpg,3215-5625,9,44,4
