,Unnamed: 0,ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes,qtdPropostas,qtdPresencas,qtdAusencias
278,278,178865,3059.0,Titular,94,5830773,FLAVIO ALVES SABINO,CABO SABINO,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg,masculino,CE,PR,617,4,3215-5617,dep.cabosabino@camara.gov.br,"{u'titular': None, u'suplente': None}",41.0,35.0,12
279,279,164360,2925.0,Titular,477,5830630,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,feminino,SC,PPS,240,4,3215-5240,dep.carmenzanotto@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,32.0,16
280,280,74158,1405.0,Titular,239,5830467,MÁRIO LÚCIO HERINGER,MÁRIO HERINGER,http://www.camara.gov.br/internet/deputado/bandep/74158.jpg,masculino,MG,PDT,211,4,3215-5211,dep.marioheringer@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,6.0,1
281,281,160543,2732.0,Titular,174,5830799,ANDRÉ LUIS DANTAS FERREIRA,ANDRE MOURA,http://www.camara.gov.br/internet/deputado/bandep/160543.jpg,masculino,SE,PSC,846,4,3215-5846,dep.andremoura@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,18.0,27
282,282,74043,1277.0,Titular,136,5830395,JOSÉ WELLINGTON ROBERTO,WELLINGTON ROBERTO,http://www.camara.gov.br/internet/deputado/bandep/74043.jpg,masculino,PB,PR,514,4,3215-5514,dep.wellingtonroberto@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,24.0,23
283,283,81232,2691.0,Titular,65,5830444,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg,masculino,TO,PSD,802,4,3215-5802,dep.irajaabreu@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,26.0,21
284,284,67312,3697.0,Titular,34,5830699,JULIA MARIA GODINHO DA CRUZ MARINHO,JÚLIA MARINHO,http://www.camara.gov.br/internet/deputado/bandep/67312.jpg,feminino,PA,PSC,707,4,3215-5707,dep.juliamarinho@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,36.0,11
285,285,171617,2973.0,Titular,170,5830375,PAULO FERNANDO DOS SANTOS,PAULÃO,http://www.camara.gov.br/internet/deputado/bandep/171617.jpg,masculino,AL,PT,366,3,3215-5366,dep.paulao@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,28.0,20
286,286,178868,3736.0,Titular,107,5830301,LUIZ ODORICO MONTEIRO DE ANDRADE,ODORICO MONTEIRO,http://www.camara.gov.br/internet/deputado/bandep/178868.jpg,masculino,CE,PSB,582,3,3215-5582,dep.odoricomonteiro@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,22.0,9
288,287,178933,3809.0,Titular,467,5830722,SERGIO DE SOUZA,SERGIO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/178933.jpg,masculino,PR,PMDB,702,4,3215-5702,dep.sergiosouza@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,38.0,9
289,288,74833,1308.0,Titular,288,5830793,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/74833.jpg,masculino,RJ,PSC,917,4,3215-5917,dep.aroldedeoliveira@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,37.0,11
290,289,74467,3530.0,Titular,127,5830673,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,masculino,PB,PDT,938,4,3215-5938,dep.damiaofeliciano@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,34.0,14
291,290,178973,3044.0,Titular,332,5830779,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,feminino,SP,PT,436,4,3215-5436,dep.anaperugini@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,23.0,25
292,291,73781,3309.0,Titular,458,5830544,NELSON MEURER,NELSON MEURER,http://www.camara.gov.br/internet/deputado/bandep/73781.jpg,masculino,PR,PP,916,4,3215-5916,dep.nelsonmeurer@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,41.0,6
293,292,178974,3047.0,Titular,341,5830481,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg,masculino,SP,PT,939,4,3215-5939,dep.andressanchez@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,40.0,8
294,294,74459,1935.0,Titular,109,5830530,ÁTILA FREITAS LIRA,ÁTILA LIRA,http://www.camara.gov.br/internet/deputado/bandep/74459.jpg,masculino,PI,PSB,640,4,3215-5640,dep.atilalira@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,46.0,2
295,295,66828,3134.0,Titular,355,5830338,FAUSTO RUY PINATO,FAUSTO PINATO,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,masculino,SP,PP,562,4,3215-5562,dep.faustopinato@camara.gov.br,"{u'titular': None, u'suplente': None}",12.0,35.0,12
296,296,178950,3049.0,Titular,121,5830587,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,masculino,RN,PODE,230,4,3215-5230,dep.antoniojacome@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,8.0,8
298,297,160622,2820.0,Titular,395,5830344,VICENTE CÂNDIDO DA SILVA,VICENTE CANDIDO,http://www.camara.gov.br/internet/deputado/bandep/160622.jpg,masculino,SP,PT,819,4,3215-5819,dep.vicentecandido@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,9.0,36
299,298,177282,2994.0,Titular,273,5830736,LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg,masculino,MG,PDT,750,4,3215-5750,dep.subtenentegonzaga@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,39.0,7
300,299,160659,2805.0,Titular,356,5830730,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,http://www.camara.gov.br/internet/deputado/bandep/160659.jpg,feminino,SP,PSB,523,4,3215-5523,dep.keikoota@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,35.0,11
301,300,74585,3595.0,Titular,243,5830687,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,http://www.camara.gov.br/internet/deputado/bandep/74585.jpg,masculino,MG,PRB,615,4,3215-5615,dep.lincolnportela@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,34.0,14
302,301,178926,3750.0,Titular,117,5830636,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/178926.jpg,masculino,PI,PSB,558,4,3215-5558,dep.rodrigomartins@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,41.0,7
303,302,160642,2724.0,Titular,155,5830387,FRANCISCO EURICO DA SILVA,PASTOR EURICO,http://www.camara.gov.br/internet/deputado/bandep/160642.jpg,masculino,PE,PHS,906,4,3215-5906,dep.pastoreurico@camara.gov.br,"{u'titular': None, u'suplente': None}",12.0,32.0,16
304,303,178992,3777.0,Titular,399,5830438,VITOR LIPPI,VITOR LIPPI,http://www.camara.gov.br/internet/deputado/bandep/178992.jpg,masculino,SP,PSDB,823,4,3215-5823,dep.vitorlippi@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,38.0,9
305,304,73434,1410.0,Titular,337,5830487,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,masculino,SP,PTB,929,4,3215-5929,dep.arnaldofariadesa@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,43.0,5
306,305,160665,2718.0,Titular,528,5830811,AUGUSTO RODRIGUES COUTINHO DE MELO,AUGUSTO COUTINHO,http://www.camara.gov.br/internet/deputado/bandep/160665.jpg,masculino,PE,SD,373,3,3215-5373,dep.augustocoutinho@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,39.0,8
307,306,92699,0.0,Suplente,529,5830812,FERNANDO MONTEIRO DE ALBUQUERQUE,FERNANDO MONTEIRO,http://www.camara.gov.br/internet/deputado/bandep/92699.jpg,masculino,PE,PP,282,3,3215-5282,dep.fernandomonteiro@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,40.0,6
308,307,74474,1071.0,Suplente,530,5830813,CARLOS EDUARDO CINTRA DA COSTA PEREIRA,CARLOS EDUARDO CADOCA,http://www.camara.gov.br/internet/deputado/bandep/74474.jpg,masculino,PE,PDT,718,4,3215-5718,dep.carloseduardocadoca@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,32.0,15
309,308,180545,0.0,Titular,531,5830814,OSMAR STUART BERTOLDI,OSMAR BERTOLDI,http://www.camara.gov.br/internet/deputado/bandep/180545.jpg,masculino,PR,DEM,268,3,3215-5268,dep.osmarbertoldi@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,23.0,24
310,309,160631,2793.0,Titular,535,5830826,WALNEY DA ROCHA CARVALHO,WALNEY ROCHA,http://www.camara.gov.br/internet/deputado/bandep/160631.jpg,masculino,RJ,PEN,575,3,3215-5575,dep.walneyrocha@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,47.0,1
311,310,73568,3551.0,Titular,537,5830828,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,masculino,RJ,PMDB,382,3,3215-5382,dep.celsojacob@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,41.0,6
312,311,124411,0.0,Suplente,540,5830831,MAURO PEREIRA,MAURO PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/124411.jpg,masculino,RS,PMDB,843,4,3215-5843,dep.mauropereira@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,39.0,8
313,312,131966,2172.0,Suplente,539,5830830,JOSÉ ALBERTO FOGAÇA DE MEDEIROS,JOSÉ FOGAÇA,http://www.camara.gov.br/internet/deputado/bandep/131966.jpg,masculino,RS,PMDB,376,3,3215-5376,dep.josefogaca@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,43.0,5
314,313,185500,0.0,Suplente,543,5830834,DEOCLIDES ANTONIO SANTOS NETO MACEDO,DEOCLIDES MACEDO,http://www.camara.gov.br/internet/deputado/bandep/185500.jpg,masculino,MA,PDT,350,4,3215-5350,dep.deoclidesmacedo@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,20.0,4
315,314,73805,1234.0,Suplente,546,5830837,ROBERTO JOÃO PEREIRA FREIRE,ROBERTO FREIRE,http://www.camara.gov.br/internet/deputado/bandep/73805.jpg,masculino,SP,PPS,242,4,3215-5242,dep.robertofreire@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,14.0,2
316,315,160582,2694.0,Suplente,548,5830840,JOSÉ ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,http://www.camara.gov.br/internet/deputado/bandep/160582.jpg,masculino,MA,PMDB,202,4,3215-5202,dep.albertofilho@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,36.0,10
317,316,151965,2611.0,Suplente,549,5830841,JOSÉ DE ANDRADE MAIA FILHO,MAIA FILHO,http://www.camara.gov.br/internet/deputado/bandep/151965.jpg,masculino,PI,PP,624,4,3215-5624,dep.maiafilho@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,33.0,14
318,317,189593,0.0,Titular,550,5830842,WADIH NEMER DAMOUS FILHO,WADIH DAMOUS,http://www.camara.gov.br/internet/deputado/bandep/189593.jpg,masculino,RJ,PT,413,4,3215-5413,dep.wadihdamous@camara.gov.br,"{u'titular': None, u'suplente': None}",11.0,30.0,18
319,318,122158,2787.0,Titular,314,5830515,PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,http://www.camara.gov.br/internet/deputado/bandep/122158.jpg,masculino,RJ,PMDB,727,4,3215-5727,dep.pedropaulo@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,40.0,8
320,320,74856,3268.0,Titular,558,5830850,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,http://www.camara.gov.br/internet/deputado/bandep/74856.jpg,feminino,RJ,PMDB,419,4,3215-5419,dep.lauracarneiro@camara.gov.br,"{u'titular': None, u'suplente': None}",33.0,31.0,16
321,321,73786,1874.0,Suplente,566,5830862,REINHOLD STEPHANES,REINHOLD STEPHANES,http://www.camara.gov.br/internet/deputado/bandep/73786.jpg,masculino,PR,PSD,519,4,3215-5519,dep.reinholdstephanes@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,14
322,322,193982,0.0,Suplente,569,5830865,LUCIANO FRED BRAGA PENHA,PASTOR LUCIANO BRAGA,http://www.camara.gov.br/internet/deputado/bandep/193982.jpg,masculino,BA,PRB,810,4,3215-5810,dep.pastorlucianobraga@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,19.0,5
323,323,194260,0.0,Suplente,576,5830885,NIVALDO FERREIRA DE ALBUQUERQUE NETO,NIVALDO ALBUQUERQUE,http://www.camara.gov.br/internet/deputado/bandep/194260.jpg,masculino,AL,PRP,425,4,3215-5425,dep.nivaldoalbuquerque@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,36.0,11
324,324,81366,0.0,Titular,588,5830907,LUANA MARIA DA SILVA COSTA,LUANA COSTA,http://www.camara.gov.br/internet/deputado/bandep/81366.jpg,feminino,MA,PSB,324,4,3215-5324,dep.luanacosta@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,32.0,15
325,325,195826,0.0,Titular,592,5830911,MARCELO JANDRE DELAROLI,MARCELO DELAROLI,http://www.camara.gov.br/internet/deputado/bandep/195826.jpg,masculino,RJ,PR,509,4,3215-5509,dep.marcelodelaroli@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,41.0,7
326,326,66179,0.0,Titular,593,5830912,NORMA AYUB ALVES,NORMA AYUB,http://www.camara.gov.br/internet/deputado/bandep/66179.jpg,feminino,ES,DEM,601,4,3215-5601,dep.normaayub@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,36.0,10
327,327,73992,3388.0,Titular,598,5830917,YEDA RORATO CRUSIUS,YEDA CRUSIUS,http://www.camara.gov.br/internet/deputado/bandep/73992.jpg,feminino,RS,PSDB,445,4,3215-5445,dep.yedacrusius@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,37.0,11
328,328,196378,0.0,Suplente,599,5830918,IZAQUE JOSE DA SILVA,IZAQUE SILVA,http://www.camara.gov.br/internet/deputado/bandep/196378.jpg,masculino,SP,PSDB,915,4,3215-5915,dep.izaquesilva@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,46.0,2
329,329,74634,1722.0,Suplente,603,5830922,MARCOS ANTONIO MEDRADO,MARCOS MEDRADO,http://www.camara.gov.br/internet/deputado/bandep/74634.jpg,masculino,BA,PODE,618,4,3215-5618,dep.marcosmedrado@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,6.0,1
330,330,178851,3696.0,Titular,11,5830308,JOZIANE ARAUJO NASCIMENTO,JOZI ARAÚJO,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,feminino,AP,PODE,309,4,3215-5309,dep.joziaraujo@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,9.0,7
332,331,178890,3033.0,Suplente,221,5830314,ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEÃO,http://www.camara.gov.br/internet/deputado/bandep/178890.jpg,masculino,MG,PT,231,4,3215-5231,dep.adelmocarneiroleao@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,42.0,6
333,332,141372,2018.0,Titular,224,5830322,AELTON JOSÉ DE FREITAS,AELTON FREITAS,http://www.camara.gov.br/internet/deputado/bandep/141372.jpg,masculino,MG,PR,204,4,3215-5204,dep.aeltonfreitas@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,31.0,15
334,333,74075,3188.0,Titular,21,5830325,ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE BARBALHO,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,feminino,PA,PMDB,919,4,3215-5919,dep.elcionebarbalho@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,26.0,20
335,334,178943,3724.0,Titular,321,5830328,MARCOS BEZERRA RIBEIRO SOARES,MARCOS SOARES,http://www.camara.gov.br/internet/deputado/bandep/178943.jpg,masculino,RJ,DEM,741,4,3215-5741,dep.marcossoares@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,19.0,28
336,335,112437,3688.0,Titular,76,5830331,JOÃO MARCELO SANTOS SOUZA,JOÃO MARCELO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/112437.jpg,masculino,MA,PMDB,639,4,3215-5639,dep.joaomarcelosouza@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,34.0,14
337,336,178907,3214.0,Titular,28,5830337,FRANCISCO ALVES DE AGUIAR,FRANCISCO CHAPADINHA,http://www.camara.gov.br/internet/deputado/bandep/178907.jpg,masculino,PA,PODE,385,3,3215-5385,dep.franciscochapadinha@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,15.0,1
338,337,132504,3092.0,Titular,449,5830348,ENIO JOSÉ VERRI,ENIO VERRI,http://www.camara.gov.br/internet/deputado/bandep/132504.jpg,masculino,PR,PT,472,3,3215-5472,dep.enioverri@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,28.0,20
339,338,178873,3312.0,Titular,279,5830351,HELDER IGNACIO SALOMAO,HELDER SALOMÃO,http://www.camara.gov.br/internet/deputado/bandep/178873.jpg,masculino,ES,PT,573,3,3215-5573,dep.heldersalomao@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,38.0,10
340,339,73714,1646.0,Titular,77,5830354,José Reinaldo Carneiro Tavares,JOSÉ REINALDO,http://www.camara.gov.br/internet/deputado/bandep/73714.jpg,masculino,MA,PSB,529,4,3215-5529,dep.josereinaldo@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,35.0,12
341,340,129618,2070.0,Titular,100,5830366,MARIA GORETE PEREIRA,GORETE PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/129618.jpg,feminino,CE,PR,206,4,3215-5206,dep.goretepereira@camara.gov.br,"{u'titular': None, u'suplente': None}",20.0,28.0,18
342,341,74095,1622.0,Titular,40,5830374,PAUDERNEY TOMAZ AVELINO,PAUDERNEY AVELINO,http://www.camara.gov.br/internet/deputado/bandep/74095.jpg,masculino,AM,DEM,610,4,3215-5610,dep.pauderneyavelino@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,36.0,12
343,342,160607,2865.0,Titular,506,5830377,JOSE LUIZ STÉDILE,JOSE STÉDILE,http://www.camara.gov.br/internet/deputado/bandep/160607.jpg,masculino,RS,PSB,354,4,3215-5354,dep.josestedile@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,46.0,2
344,343,148134,2593.0,Titular,406,5830388,VICTORIO GALLI FILHO,PROFESSOR VICTÓRIO GALLI,http://www.camara.gov.br/internet/deputado/bandep/148134.jpg,masculino,MT,PSC,539,4,3215-5539,dep.professorvictoriogalli@camara.gov.br,"{u'titular': None, u'suplente': None}",35.0,40.0,8
345,344,152605,2616.0,Titular,304,5830397,GLAUBER DE MEDEIROS BRAGA,GLAUBER BRAGA,http://www.camara.gov.br/internet/deputado/bandep/152605.jpg,masculino,RJ,PSOL,362,4,3215-5362,dep.glauberbraga@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,47.0,1
346,345,141384,2462.0,Titular,183,5830408,ANTÔNIO CARLOS VALADARES FILHO,VALADARES FILHO,http://www.camara.gov.br/internet/deputado/bandep/141384.jpg,masculino,SE,PSB,660,4,3215-5660,dep.valadaresfilho@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,36.0,12
347,346,178857,3694.0,Titular,204,5830414,JORGE JOSE SANTOS PEREIRA SOLLA,JORGE SOLLA,http://www.camara.gov.br/internet/deputado/bandep/178857.jpg,masculino,BA,PT,571,3,3215-5571,dep.jorgesolla@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,34.0,13
348,347,122466,3754.0,Titular,91,5830437,RONALDO MANCHADO MARTINS,RONALDO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/122466.jpg,masculino,CE,PRB,568,3,3215-5568,dep.ronaldomartins@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,30.0,17
349,348,150418,2601.0,Titular,212,5830454,MÁRCIO CARLOS MARINHO,MÁRCIO MARINHO,http://www.camara.gov.br/internet/deputado/bandep/150418.jpg,masculino,BA,PRB,326,4,3215-5326,dep.marciomarinho@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,30.0,16
350,349,141562,2491.0,Titular,277,5830469,WELINGTON COIMBRA,LELO COIMBRA,http://www.camara.gov.br/internet/deputado/bandep/141562.jpg,masculino,ES,PMDB,801,4,3215-5801,dep.lelocoimbra@camara.gov.br,"{u'titular': None, u'suplente': None}",11.0,37.0,10
351,350,167722,2947.0,Titular,49,5830471,MARCOS ROGÉRIO DA SILVA BRITO,MARCOS ROGÉRIO,http://www.camara.gov.br/internet/deputado/bandep/167722.jpg,masculino,RO,DEM,930,4,3215-5930,dep.marcosrogerio@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,36.0,11
352,351,74161,1411.0,Titular,272,5830494,REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74161.jpg,masculino,MG,PT,426,4,3215-5426,dep.reginaldolopes@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,34.0,12
353,352,74388,1973.0,Titular,474,5830500,JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,http://www.camara.gov.br/internet/deputado/bandep/74388.jpg,masculino,SC,PP,342,4,3215-5342,dep.jorgeboeira@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,33.0,14
354,353,141421,2456.0,Titular,156,5830517,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,EDUARDO DA FONTE,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,masculino,PE,PP,628,4,3215-5628,dep.eduardodafonte@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,29.0,17
355,354,178963,3077.0,Titular,493,5830523,LUIS ANTONIO FRANCISCATTO COVATTI,COVATTI FILHO,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg,masculino,RS,PP,228,4,3215-5228,dep.covattifilho@camara.gov.br,"{u'titular': None, u'suplente': None}",12.0,39.0,8
356,355,178928,3073.0,Titular,442,5830531,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg,feminino,PR,PR,201,4,3215-5201,dep.christianedesouzayared@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,43.0,4
357,356,141500,2483.0,Titular,257,5830537,MARCOS MONTES CORDEIRO,MARCOS MONTES,http://www.camara.gov.br/internet/deputado/bandep/141500.jpg,masculino,MG,PSD,334,4,3215-5334,dep.marcosmontes@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,21.0,26
358,357,178891,3063.0,Titular,225,5830543,CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO,http://www.camara.gov.br/internet/deputado/bandep/178891.jpg,masculino,MG,PSDB,431,4,3215-5431,dep.caionarcio@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,32.0,14
359,358,141515,2510.0,Titular,316,5830554,OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,http://www.camara.gov.br/internet/deputado/bandep/141515.jpg,masculino,RJ,PSDB,225,4,3215-5225,dep.otavioleite@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,37.0,9
360,359,178858,3727.0,Titular,208,5830558,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,masculino,BA,PP,517,4,3215-5517,dep.marionegromontejr@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,16.0,8
362,360,160630,2825.0,Titular,409,5830560,SÁGUAS MORAES SOUSA,SÁGUAS MORAES,http://www.camara.gov.br/internet/deputado/bandep/160630.jpg,masculino,MT,PT,371,3,3215-5371,dep.saguasmoraes@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,39.0,9
363,361,178947,3766.0,Titular,329,5830563,SOSTENES SILVA CAVALCANTE,SÓSTENES CAVALCANTE,http://www.camara.gov.br/internet/deputado/bandep/178947.jpg,masculino,RJ,DEM,560,4,3215-5560,dep.sostenescavalcante@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,41.0,7
364,362,178845,3753.0,Titular,173,5830580,RONALDO AUGUSTO LESSA SANTOS,RONALDO LESSA,http://www.camara.gov.br/internet/deputado/bandep/178845.jpg,masculino,AL,PDT,722,4,3215-5722,dep.ronaldolessa@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,15
365,363,178917,3686.0,Titular,149,5830583,JOAO FERNANDO PONTUAL COUTINHO,JOÃO FERNANDO COUTINHO,http://www.camara.gov.br/internet/deputado/bandep/178917.jpg,masculino,PE,PSB,567,3,32155567,dep.joaofernandocoutinho@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,37.0,9
366,364,178988,3690.0,Titular,364,5830586,JOAO PAULO TAVARES PAPA,JOÃO PAULO PAPA,http://www.camara.gov.br/internet/deputado/bandep/178988.jpg,masculino,SP,PSDB,476,3,3215-5476,dep.joaopaulopapa@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,41.0,5
367,365,118594,3716.0,Titular,369,5830594,MARCELO SQUASSONI,MARCELO SQUASSONI,http://www.camara.gov.br/internet/deputado/bandep/118594.jpg,masculino,SP,PRB,550,4,3215-5550,dep.marcelosquassoni@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,33.0,14
368,366,141430,2502.0,Titular,301,5830600,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg,masculino,RJ,PROS,216,4,3215-5216,dep.felipebornier@camara.gov.br,"{u'titular': None, u'suplente': None}",13.0,30.0,15
369,367,160604,2855.0,Titular,481,5830617,PEDRO FRANCISCO UCZAI,PEDRO UCZAI,http://www.camara.gov.br/internet/deputado/bandep/160604.jpg,masculino,SC,PT,229,4,3215-5229,dep.pedrouczai@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,25.0,22
370,368,178830,3026.0,Titular,351,5830623,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,masculino,SP,PODE,520,4,3215-5520,dep.dr.sinvalmalheiros@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,12.0,4
372,369,178906,3055.0,Titular,20,5830637,ROBERTO SALAME FILHO,BETO SALAME,http://www.camara.gov.br/internet/deputado/bandep/178906.jpg,masculino,PA,PP,473,3,3215-5473,dep.betosalame@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,25.0,21
373,370,178959,3396.0,Titular,4,5830646,HIRAN MANUEL GONCALVES DA SILVA,HIRAN GONÇALVES,http://www.camara.gov.br/internet/deputado/bandep/178959.jpg,masculino,RR,PP,274,3,3215-5274,dep.hirangoncalves@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,28.0,18
